APNXId,displayName,dataProvider,DataCost,MinCPM,PercentOfMedia,member_id,provider,code,subtype
253364,Geographic:IP based:USA:Missouri:St. Louis,BlueKai,0.58,,,1262,,bk_33309,geotargeting
253365,Geographic:IP based:USA:Missouri:Warrensburg,BlueKai,0.58,,,1262,,bk_33306,geotargeting
253366,Geographic:IP based:USA:Missouri:West Plains,BlueKai,0.58,,,1262,,bk_33307,geotargeting
253367,Geographic:IP based:USA:Montana,BlueKai,0.58,,,1262,,bk_32816,geotargeting
253368,Geographic:IP based:USA:Montana:Billings,BlueKai,0.58,,,1262,,bk_33312,geotargeting
253369,Geographic:IP based:USA:Montana:Bozeman,BlueKai,0.58,,,1262,,bk_33313,geotargeting
253370,Geographic:IP based:USA:Montana:Butte-Silver Bow,BlueKai,0.58,,,1262,,bk_33314,geotargeting
253371,Geographic:IP based:USA:Montana:Great Falls,BlueKai,0.58,,,1262,,bk_33315,geotargeting
253372,Geographic:IP based:USA:Montana:Havre,BlueKai,0.58,,,1262,,bk_33316,geotargeting
253373,Geographic:IP based:USA:Montana:Helena,BlueKai,0.58,,,1262,,bk_33317,geotargeting
253374,Geographic:IP based:USA:Montana:Kalispell,BlueKai,0.58,,,1262,,bk_33318,geotargeting
253375,Geographic:IP based:USA:Montana:Missoula,BlueKai,0.58,,,1262,,bk_33319,geotargeting
253376,Geographic:IP based:USA:Nebraska,BlueKai,0.58,,,1262,,bk_32817,geotargeting
253377,Geographic:IP based:USA:Nebraska:Beatrice,BlueKai,0.58,,,1262,,bk_33320,geotargeting
253378,Geographic:IP based:USA:Nebraska:Columbus,BlueKai,0.58,,,1262,,bk_33321,geotargeting
253379,Geographic:IP based:USA:Nebraska:Fremont,BlueKai,0.58,,,1262,,bk_33322,geotargeting
253380,Geographic:IP based:USA:Nebraska:Grand Island,BlueKai,0.58,,,1262,,bk_33323,geotargeting
253381,Geographic:IP based:USA:Nebraska:Hastings,BlueKai,0.58,,,1262,,bk_33324,geotargeting
253382,Geographic:IP based:USA:Nebraska:Kearney,BlueKai,0.58,,,1262,,bk_33325,geotargeting
253383,Geographic:IP based:USA:Nebraska:Lexington,BlueKai,0.58,,,1262,,bk_33326,geotargeting
253384,Geographic:IP based:USA:Nebraska:Lincoln,BlueKai,0.58,,,1262,,bk_33327,geotargeting
253385,Geographic:IP based:USA:Nebraska:Norfolk,BlueKai,0.58,,,1262,,bk_33328,geotargeting
253386,Geographic:IP based:USA:Nebraska:North Platte,BlueKai,0.58,,,1262,,bk_33329,geotargeting
253387,Geographic:IP based:USA:Nebraska:Omaha-Council Bluffs,BlueKai,0.58,,,1262,,bk_33331,geotargeting
253388,Geographic:IP based:USA:Nebraska:Scottsbluff,BlueKai,0.58,,,1262,,bk_33330,geotargeting
253389,Geographic:IP based:USA:Nevada,BlueKai,0.58,,,1262,,bk_32818,geotargeting
253390,Geographic:IP based:USA:Nevada:Carson City,BlueKai,0.58,,,1262,,bk_33332,geotargeting
253391,Geographic:IP based:USA:Nevada:Elko,BlueKai,0.58,,,1262,,bk_33333,geotargeting
253392,Geographic:IP based:USA:Nevada:Fallon,BlueKai,0.58,,,1262,,bk_33334,geotargeting
253393,Geographic:IP based:USA:Nevada:Gardnerville Ranchos,BlueKai,0.58,,,1262,,bk_33335,geotargeting
253394,Geographic:IP based:USA:Nevada:Las Vegas-Paradise,BlueKai,0.58,,,1262,,bk_33336,geotargeting
253395,Geographic:IP based:USA:Nevada:Pahrump,BlueKai,0.58,,,1262,,bk_33337,geotargeting
253396,Geographic:IP based:USA:Nevada:Reno-Sparks,BlueKai,0.58,,,1262,,bk_33338,geotargeting
253397,Geographic:IP based:USA:New Hampshire,BlueKai,0.58,,,1262,,bk_32819,geotargeting
253398,Geographic:IP based:USA:New Hampshire:Berlin,BlueKai,0.58,,,1262,,bk_33344,geotargeting
253399,Geographic:IP based:USA:New Hampshire:Claremont,BlueKai,0.58,,,1262,,bk_33339,geotargeting
253400,Geographic:IP based:USA:New Hampshire:Concord,BlueKai,0.58,,,1262,,bk_33340,geotargeting
253401,Geographic:IP based:USA:New Hampshire:Keene,BlueKai,0.58,,,1262,,bk_33341,geotargeting
253402,Geographic:IP based:USA:New Hampshire:Laconia,BlueKai,0.58,,,1262,,bk_33342,geotargeting
253403,Geographic:IP based:USA:New Hampshire:Manchester-Nashua,BlueKai,0.58,,,1262,,bk_33343,geotargeting
253404,Geographic:IP based:USA:New Jersey,BlueKai,0.58,,,1262,,bk_32820,geotargeting
253405,Geographic:IP based:USA:New Jersey:Atlantic City,BlueKai,0.58,,,1262,,bk_33346,geotargeting
253406,Geographic:IP based:USA:New Jersey:Ocean City,BlueKai,0.58,,,1262,,bk_33347,geotargeting
253407,Geographic:IP based:USA:New Jersey:Trenton-Ewing,BlueKai,0.58,,,1262,,bk_33348,geotargeting
253408,Geographic:IP based:USA:New Jersey:Vineland-Millville-Bridgeton,BlueKai,0.58,,,1262,,bk_33349,geotargeting
253409,Geographic:IP based:USA:New Mexico,BlueKai,0.58,,,1262,,bk_32821,geotargeting
253410,Geographic:IP based:USA:New Mexico:Alamogordo,BlueKai,0.58,,,1262,,bk_33350,geotargeting
253411,Geographic:IP based:USA:New Mexico:Albuquerque,BlueKai,0.58,,,1262,,bk_33351,geotargeting
253412,Geographic:IP based:USA:New Mexico:Carlsbad-Artesia,BlueKai,0.58,,,1262,,bk_33352,geotargeting
253413,Geographic:IP based:USA:New Mexico:Clovis,BlueKai,0.58,,,1262,,bk_33353,geotargeting
253414,Geographic:IP based:USA:New Mexico:Deming,BlueKai,0.58,,,1262,,bk_33354,geotargeting
253415,Geographic:IP based:USA:New Mexico:Espanola,BlueKai,0.58,,,1262,,bk_33355,geotargeting
253416,Geographic:IP based:USA:New Mexico:Farmington,BlueKai,0.58,,,1262,,bk_33356,geotargeting
253417,Geographic:IP based:USA:New Mexico:Gallup,BlueKai,0.58,,,1262,,bk_33357,geotargeting
253418,Geographic:IP based:USA:New Mexico:Grants,BlueKai,0.58,,,1262,,bk_33358,geotargeting
253419,Geographic:IP based:USA:New Mexico:Hobbs,BlueKai,0.58,,,1262,,bk_33359,geotargeting
253420,Geographic:IP based:USA:New Mexico:Las Cruces,BlueKai,0.58,,,1262,,bk_33360,geotargeting
253421,Geographic:IP based:USA:New Mexico:Las Vegas,BlueKai,0.58,,,1262,,bk_33361,geotargeting
253422,Geographic:IP based:USA:New Mexico:Los Alamos,BlueKai,0.58,,,1262,,bk_33362,geotargeting
253423,Geographic:IP based:USA:New Mexico:Portales,BlueKai,0.58,,,1262,,bk_33363,geotargeting
253424,Geographic:IP based:USA:New Mexico:Roswell,BlueKai,0.58,,,1262,,bk_33364,geotargeting
253425,Geographic:IP based:USA:New Mexico:Santa Fe,BlueKai,0.58,,,1262,,bk_33365,geotargeting
253426,Geographic:IP based:USA:New Mexico:Silver City,BlueKai,0.58,,,1262,,bk_33366,geotargeting
253427,Geographic:IP based:USA:New Mexico:Taos,BlueKai,0.58,,,1262,,bk_33367,geotargeting
253428,Geographic:IP based:USA:New York,BlueKai,0.58,,,1262,,bk_32822,geotargeting
253429,Geographic:IP based:USA:New York:Albany-Schenectady-Troy,BlueKai,0.58,,,1262,,bk_33368,geotargeting
253430,Geographic:IP based:USA:New York:Amsterdam,BlueKai,0.58,,,1262,,bk_33369,geotargeting
253431,Geographic:IP based:USA:New York:Auburn,BlueKai,0.58,,,1262,,bk_33370,geotargeting
253432,Geographic:IP based:USA:New York:Batavia,BlueKai,0.58,,,1262,,bk_33371,geotargeting
253433,Geographic:IP based:USA:New York:Binghamton,BlueKai,0.58,,,1262,,bk_33372,geotargeting
253434,Geographic:IP based:USA:New York:Buffalo-Niagara Falls,BlueKai,0.58,,,1262,,bk_33373,geotargeting
253435,Geographic:IP based:USA:New York:Corning,BlueKai,0.58,,,1262,,bk_33374,geotargeting
253436,Geographic:IP based:USA:New York:Cortland,BlueKai,0.58,,,1262,,bk_33375,geotargeting
253437,Geographic:IP based:USA:New York:Elmira,BlueKai,0.58,,,1262,,bk_33376,geotargeting
253438,Geographic:IP based:USA:New York:Glens Falls,BlueKai,0.58,,,1262,,bk_33377,geotargeting
253439,Geographic:IP based:USA:New York:Gloversville,BlueKai,0.58,,,1262,,bk_33378,geotargeting
253440,Geographic:IP based:USA:New York:Hudson,BlueKai,0.58,,,1262,,bk_33379,geotargeting
253441,Geographic:IP based:USA:New York:Ithaca,BlueKai,0.58,,,1262,,bk_33380,geotargeting
253442,Geographic:IP based:USA:New York:Jamestown-Dunkirk-Fredonia,BlueKai,0.58,,,1262,,bk_33381,geotargeting
253443,Geographic:IP based:USA:New York:Kingston,BlueKai,0.58,,,1262,,bk_33382,geotargeting
253444,Geographic:IP based:USA:New York:Malone,BlueKai,0.58,,,1262,,bk_33383,geotargeting
253445,Geographic:IP based:USA:New York:New York-Northern New Jersey-Long Island,BlueKai,0.58,,,1262,,bk_33394,geotargeting
253446,Geographic:IP based:USA:New York:Ogdensburg-Massena,BlueKai,0.58,,,1262,,bk_33384,geotargeting
253447,Geographic:IP based:USA:New York:Olean,BlueKai,0.58,,,1262,,bk_33385,geotargeting
253448,Geographic:IP based:USA:New York:Oneonta,BlueKai,0.58,,,1262,,bk_33386,geotargeting
253449,Geographic:IP based:USA:New York:Plattsburgh,BlueKai,0.58,,,1262,,bk_33387,geotargeting
253450,Geographic:IP based:USA:New York:Poughkeepsie-Newburgh-Middletown,BlueKai,0.58,,,1262,,bk_33388,geotargeting
253451,Geographic:IP based:USA:New York:Rochester,BlueKai,0.58,,,1262,,bk_33389,geotargeting
253452,Geographic:IP based:USA:New York:Seneca Falls,BlueKai,0.58,,,1262,,bk_33390,geotargeting
253453,Geographic:IP based:USA:New York:Syracuse,BlueKai,0.58,,,1262,,bk_33391,geotargeting
253454,Geographic:IP based:USA:New York:Utica-Rome,BlueKai,0.58,,,1262,,bk_33392,geotargeting
253455,Geographic:IP based:USA:New York:Watertown-Fort Drum,BlueKai,0.58,,,1262,,bk_33393,geotargeting
253456,Geographic:IP based:USA:North Carolina,BlueKai,0.58,,,1262,,bk_32823,geotargeting
253457,Geographic:IP based:USA:North Carolina:Albemarle,BlueKai,0.58,,,1262,,bk_33395,geotargeting
253458,Geographic:IP based:USA:North Carolina:Asheville,BlueKai,0.58,,,1262,,bk_33396,geotargeting
253459,Geographic:IP based:USA:North Carolina:Boone,BlueKai,0.58,,,1262,,bk_33397,geotargeting
253460,Geographic:IP based:USA:North Carolina:Brevard,BlueKai,0.58,,,1262,,bk_33398,geotargeting
253461,Geographic:IP based:USA:North Carolina:Burlington,BlueKai,0.58,,,1262,,bk_33399,geotargeting
253462,Geographic:IP based:USA:North Carolina:Charlotte-Gastonia-Concord,BlueKai,0.58,,,1262,,bk_33434,geotargeting
253463,Geographic:IP based:USA:North Carolina:Dunn,BlueKai,0.58,,,1262,,bk_33400,geotargeting
253464,Geographic:IP based:USA:North Carolina:Durham,BlueKai,0.58,,,1262,,bk_33401,geotargeting
253465,Geographic:IP based:USA:North Carolina:Elizabeth City,BlueKai,0.58,,,1262,,bk_33402,geotargeting
253466,Geographic:IP based:USA:North Carolina:Fayetteville,BlueKai,0.58,,,1262,,bk_33403,geotargeting
253467,Geographic:IP based:USA:North Carolina:Forest City,BlueKai,0.58,,,1262,,bk_33404,geotargeting
253468,Geographic:IP based:USA:North Carolina:Goldsboro,BlueKai,0.58,,,1262,,bk_33405,geotargeting
253469,Geographic:IP based:USA:North Carolina:Greensboro-High Point,BlueKai,0.58,,,1262,,bk_33406,geotargeting
253470,Geographic:IP based:USA:North Carolina:Greenville,BlueKai,0.58,,,1262,,bk_33407,geotargeting
253471,Geographic:IP based:USA:North Carolina:Henderson,BlueKai,0.58,,,1262,,bk_33408,geotargeting
253472,Geographic:IP based:USA:North Carolina:Hickory-Lenoir-Morganton,BlueKai,0.58,,,1262,,bk_33409,geotargeting
253473,Geographic:IP based:USA:North Carolina:Jacksonville,BlueKai,0.58,,,1262,,bk_33410,geotargeting
253474,Geographic:IP based:USA:North Carolina:Kill Devil Hills,BlueKai,0.58,,,1262,,bk_33411,geotargeting
253475,Geographic:IP based:USA:North Carolina:Kinston,BlueKai,0.58,,,1262,,bk_33412,geotargeting
253476,Geographic:IP based:USA:North Carolina:Laurinburg,BlueKai,0.58,,,1262,,bk_33413,geotargeting
253477,Geographic:IP based:USA:North Carolina:Lincolnton,BlueKai,0.58,,,1262,,bk_33414,geotargeting
253478,Geographic:IP based:USA:North Carolina:Lumberton,BlueKai,0.58,,,1262,,bk_33415,geotargeting
253479,Geographic:IP based:USA:North Carolina:Morehead City,BlueKai,0.58,,,1262,,bk_33416,geotargeting
253480,Geographic:IP based:USA:North Carolina:Mount Airy,BlueKai,0.58,,,1262,,bk_33417,geotargeting
253481,Geographic:IP based:USA:North Carolina:New Bern,BlueKai,0.58,,,1262,,bk_33418,geotargeting
253482,Geographic:IP based:USA:North Carolina:North Wilkesboro,BlueKai,0.58,,,1262,,bk_33419,geotargeting
253483,Geographic:IP based:USA:North Carolina:Raleigh-Cary,BlueKai,0.58,,,1262,,bk_33420,geotargeting
253484,Geographic:IP based:USA:North Carolina:Roanoke Rapids,BlueKai,0.58,,,1262,,bk_33421,geotargeting
253485,Geographic:IP based:USA:North Carolina:Rockingham,BlueKai,0.58,,,1262,,bk_33422,geotargeting
253486,Geographic:IP based:USA:North Carolina:Rocky Mount,BlueKai,0.58,,,1262,,bk_33423,geotargeting
253487,Geographic:IP based:USA:North Carolina:Salisbury,BlueKai,0.58,,,1262,,bk_33424,geotargeting
253488,Geographic:IP based:USA:North Carolina:Sanford,BlueKai,0.58,,,1262,,bk_33425,geotargeting
253489,Geographic:IP based:USA:North Carolina:Shelby,BlueKai,0.58,,,1262,,bk_33426,geotargeting
253490,Geographic:IP based:USA:North Carolina:Southern Pines,BlueKai,0.58,,,1262,,bk_33427,geotargeting
253491,Geographic:IP based:USA:North Carolina:Statesville-Mooresville,BlueKai,0.58,,,1262,,bk_33428,geotargeting
253492,Geographic:IP based:USA:North Carolina:Thomasville-Lexington,BlueKai,0.58,,,1262,,bk_33429,geotargeting
253493,Geographic:IP based:USA:North Carolina:Washington,BlueKai,0.58,,,1262,,bk_33430,geotargeting
253494,Geographic:IP based:USA:North Carolina:Wilmington,BlueKai,0.58,,,1262,,bk_33431,geotargeting
253495,Geographic:IP based:USA:North Carolina:Wilson,BlueKai,0.58,,,1262,,bk_33432,geotargeting
253496,Geographic:IP based:USA:North Carolina:Winston-Salem,BlueKai,0.58,,,1262,,bk_33433,geotargeting
253497,Geographic:IP based:USA:North Dakota,BlueKai,0.58,,,1262,,bk_32824,geotargeting
253498,Geographic:IP based:USA:North Dakota:Bismarck,BlueKai,0.58,,,1262,,bk_33435,geotargeting
253499,Geographic:IP based:USA:North Dakota:Dickinson,BlueKai,0.58,,,1262,,bk_33436,geotargeting
253500,Geographic:IP based:USA:North Dakota:Fargo,BlueKai,0.58,,,1262,,bk_33440,geotargeting
253501,Geographic:IP based:USA:North Dakota:Grand Forks,BlueKai,0.58,,,1262,,bk_33441,geotargeting
253502,Geographic:IP based:USA:North Dakota:Jamestown,BlueKai,0.58,,,1262,,bk_33437,geotargeting
253503,Geographic:IP based:USA:North Dakota:Minot,BlueKai,0.58,,,1262,,bk_33438,geotargeting
253504,Geographic:IP based:USA:North Dakota:Wahpeton,BlueKai,0.58,,,1262,,bk_33442,geotargeting
253505,Geographic:IP based:USA:North Dakota:Williston,BlueKai,0.58,,,1262,,bk_33439,geotargeting
253506,Geographic:IP based:USA:Ohio,BlueKai,0.58,,,1262,,bk_32825,geotargeting
253507,Geographic:IP based:USA:Ohio:Akron,BlueKai,0.58,,,1262,,bk_33443,geotargeting
253508,Geographic:IP based:USA:Ohio:Ashland,BlueKai,0.58,,,1262,,bk_33444,geotargeting
253509,Geographic:IP based:USA:Ohio:Ashtabula,BlueKai,0.58,,,1262,,bk_33445,geotargeting
253510,Geographic:IP based:USA:Ohio:Athens,BlueKai,0.58,,,1262,,bk_33446,geotargeting
253511,Geographic:IP based:USA:Ohio:Bellefontaine,BlueKai,0.58,,,1262,,bk_33447,geotargeting
253512,Geographic:IP based:USA:Ohio:Bucyrus,BlueKai,0.58,,,1262,,bk_33448,geotargeting
253513,Geographic:IP based:USA:Ohio:Cambridge,BlueKai,0.58,,,1262,,bk_33449,geotargeting
253514,Geographic:IP based:USA:Ohio:Canton-Massillon,BlueKai,0.58,,,1262,,bk_33450,geotargeting
253515,Geographic:IP based:USA:Ohio:Celina,BlueKai,0.58,,,1262,,bk_33451,geotargeting
253516,Geographic:IP based:USA:Ohio:Chillicothe,BlueKai,0.58,,,1262,,bk_33452,geotargeting
253517,Geographic:IP based:USA:Ohio:Cincinnati-Middletown,BlueKai,0.58,,,1262,,bk_33481,geotargeting
253518,Geographic:IP based:USA:Ohio:Cleveland-Elyria-Mentor,BlueKai,0.58,,,1262,,bk_33453,geotargeting
253519,Geographic:IP based:USA:Ohio:Columbus,BlueKai,0.58,,,1262,,bk_33454,geotargeting
253520,Geographic:IP based:USA:Ohio:Coshocton,BlueKai,0.58,,,1262,,bk_33455,geotargeting
253521,Geographic:IP based:USA:Ohio:Dayton,BlueKai,0.58,,,1262,,bk_33456,geotargeting
253522,Geographic:IP based:USA:Ohio:Defiance,BlueKai,0.58,,,1262,,bk_33457,geotargeting
253523,Geographic:IP based:USA:Ohio:East Liverpool-Salem,BlueKai,0.58,,,1262,,bk_33458,geotargeting
253524,Geographic:IP based:USA:Ohio:Findlay,BlueKai,0.58,,,1262,,bk_33459,geotargeting
253525,Geographic:IP based:USA:Ohio:Fremont,BlueKai,0.58,,,1262,,bk_33460,geotargeting
253526,Geographic:IP based:USA:Ohio:Greenville,BlueKai,0.58,,,1262,,bk_33461,geotargeting
253527,Geographic:IP based:USA:Ohio:Lima,BlueKai,0.58,,,1262,,bk_33462,geotargeting
253528,Geographic:IP based:USA:Ohio:Mansfield,BlueKai,0.58,,,1262,,bk_33463,geotargeting
253529,Geographic:IP based:USA:Ohio:Marion,BlueKai,0.58,,,1262,,bk_33464,geotargeting
253530,Geographic:IP based:USA:Ohio:Mount Vernon,BlueKai,0.58,,,1262,,bk_33465,geotargeting
253531,Geographic:IP based:USA:Ohio:New Philadelphia-Dover,BlueKai,0.58,,,1262,,bk_33466,geotargeting
253532,Geographic:IP based:USA:Ohio:Norwalk,BlueKai,0.58,,,1262,,bk_33467,geotargeting
253533,Geographic:IP based:USA:Ohio:Point Pleasant,BlueKai,0.58,,,1262,,bk_33738,geotargeting
253534,Geographic:IP based:USA:Ohio:Portsmouth,BlueKai,0.58,,,1262,,bk_33468,geotargeting
253535,Geographic:IP based:USA:Ohio:Sandusky,BlueKai,0.58,,,1262,,bk_33469,geotargeting
253536,Geographic:IP based:USA:Ohio:Sidney,BlueKai,0.58,,,1262,,bk_33470,geotargeting
253537,Geographic:IP based:USA:Ohio:Springfield,BlueKai,0.58,,,1262,,bk_33471,geotargeting
253538,Geographic:IP based:USA:Ohio:Tiffin-Fostoria,BlueKai,0.58,,,1262,,bk_33472,geotargeting
253539,Geographic:IP based:USA:Ohio:Toledo,BlueKai,0.58,,,1262,,bk_33473,geotargeting
253540,Geographic:IP based:USA:Ohio:Urbana,BlueKai,0.58,,,1262,,bk_33474,geotargeting
253541,Geographic:IP based:USA:Ohio:Van Wert,BlueKai,0.58,,,1262,,bk_33475,geotargeting
253542,Geographic:IP based:USA:Ohio:Wapakoneta,BlueKai,0.58,,,1262,,bk_33476,geotargeting
253543,Geographic:IP based:USA:Ohio:Washington,BlueKai,0.58,,,1262,,bk_33477,geotargeting
253544,Geographic:IP based:USA:Ohio:Weirton-Steubenville,BlueKai,0.58,,,1262,,bk_33739,geotargeting
253545,Geographic:IP based:USA:Ohio:Wilmington,BlueKai,0.58,,,1262,,bk_33478,geotargeting
253546,Geographic:IP based:USA:Ohio:Wooster,BlueKai,0.58,,,1262,,bk_33479,geotargeting
253547,Geographic:IP based:USA:Ohio:Youngstown-Warren-Boardman,BlueKai,0.58,,,1262,,bk_33482,geotargeting
253548,Geographic:IP based:USA:Ohio:Zanesville,BlueKai,0.58,,,1262,,bk_33480,geotargeting
253549,Geographic:IP based:USA:Oklahoma,BlueKai,0.58,,,1262,,bk_32826,geotargeting
253550,Geographic:IP based:USA:Oklahoma:Ada,BlueKai,0.58,,,1262,,bk_33483,geotargeting
253551,Geographic:IP based:USA:Oklahoma:Altus,BlueKai,0.58,,,1262,,bk_33484,geotargeting
253552,Geographic:IP based:USA:Oklahoma:Ardmore,BlueKai,0.58,,,1262,,bk_33485,geotargeting
253553,Geographic:IP based:USA:Oklahoma:Bartlesville,BlueKai,0.58,,,1262,,bk_33486,geotargeting
253554,Geographic:IP based:USA:Oklahoma:Duncan,BlueKai,0.58,,,1262,,bk_33487,geotargeting
253555,Geographic:IP based:USA:Oklahoma:Durant,BlueKai,0.58,,,1262,,bk_33488,geotargeting
253556,Geographic:IP based:USA:Oklahoma:Elk City,BlueKai,0.58,,,1262,,bk_33489,geotargeting
253557,Geographic:IP based:USA:Oklahoma:Enid,BlueKai,0.58,,,1262,,bk_33490,geotargeting
253558,Geographic:IP based:USA:Oklahoma:Guymon,BlueKai,0.58,,,1262,,bk_33491,geotargeting
253559,Geographic:IP based:USA:Oklahoma:Lawton,BlueKai,0.58,,,1262,,bk_33492,geotargeting
253560,Geographic:IP based:USA:Oklahoma:McAlester,BlueKai,0.58,,,1262,,bk_33493,geotargeting
253561,Geographic:IP based:USA:Oklahoma:Miami,BlueKai,0.58,,,1262,,bk_33494,geotargeting
253562,Geographic:IP based:USA:Oklahoma:Muskogee,BlueKai,0.58,,,1262,,bk_33495,geotargeting
253563,Geographic:IP based:USA:Oklahoma:Oklahoma City,BlueKai,0.58,,,1262,,bk_33496,geotargeting
253564,Geographic:IP based:USA:Oklahoma:Ponca City,BlueKai,0.58,,,1262,,bk_33497,geotargeting
253565,Geographic:IP based:USA:Oklahoma:Shawnee,BlueKai,0.58,,,1262,,bk_33498,geotargeting
253566,Geographic:IP based:USA:Oklahoma:Stillwater,BlueKai,0.58,,,1262,,bk_33499,geotargeting
253567,Geographic:IP based:USA:Oklahoma:Tahlequah,BlueKai,0.58,,,1262,,bk_33500,geotargeting
253568,Geographic:IP based:USA:Oklahoma:Tulsa,BlueKai,0.58,,,1262,,bk_33501,geotargeting
253569,Geographic:IP based:USA:Oklahoma:Woodward,BlueKai,0.58,,,1262,,bk_33502,geotargeting
253570,Geographic:IP based:USA:Oregon,BlueKai,0.58,,,1262,,bk_32827,geotargeting
253571,Geographic:IP based:USA:Oregon:Albany-Lebanon,BlueKai,0.58,,,1262,,bk_33503,geotargeting
253572,Geographic:IP based:USA:Oregon:Astoria,BlueKai,0.58,,,1262,,bk_33504,geotargeting
253573,Geographic:IP based:USA:Oregon:Bend,BlueKai,0.58,,,1262,,bk_33505,geotargeting
253574,Geographic:IP based:USA:Oregon:Brookings,BlueKai,0.58,,,1262,,bk_33506,geotargeting
253575,Geographic:IP based:USA:Oregon:City Of The Dalles,BlueKai,0.58,,,1262,,bk_33507,geotargeting
253576,Geographic:IP based:USA:Oregon:Coos Bay,BlueKai,0.58,,,1262,,bk_33508,geotargeting
253577,Geographic:IP based:USA:Oregon:Corvallis,BlueKai,0.58,,,1262,,bk_33509,geotargeting
253578,Geographic:IP based:USA:Oregon:Eugene-Springfield,BlueKai,0.58,,,1262,,bk_33510,geotargeting
253579,Geographic:IP based:USA:Oregon:Grants Pass,BlueKai,0.58,,,1262,,bk_33511,geotargeting
253580,Geographic:IP based:USA:Oregon:Hood River,BlueKai,0.58,,,1262,,bk_33512,geotargeting
253581,Geographic:IP based:USA:Oregon:Klamath Falls,BlueKai,0.58,,,1262,,bk_33513,geotargeting
253582,Geographic:IP based:USA:Oregon:La Grande,BlueKai,0.58,,,1262,,bk_33514,geotargeting
253583,Geographic:IP based:USA:Oregon:Medford,BlueKai,0.58,,,1262,,bk_33515,geotargeting
253584,Geographic:IP based:USA:Oregon:Ontario,BlueKai,0.58,,,1262,,bk_33520,geotargeting
253585,Geographic:IP based:USA:Oregon:Pendleton-Hermiston,BlueKai,0.58,,,1262,,bk_33516,geotargeting
253586,Geographic:IP based:USA:Oregon:Portland-Vancouver-Beaverton,BlueKai,0.58,,,1262,,bk_33521,geotargeting
253587,Geographic:IP based:USA:Oregon:Prineville,BlueKai,0.58,,,1262,,bk_33517,geotargeting
253588,Geographic:IP based:USA:Oregon:Roseburg,BlueKai,0.58,,,1262,,bk_33518,geotargeting
253589,Geographic:IP based:USA:Oregon:Salem,BlueKai,0.58,,,1262,,bk_33519,geotargeting
253590,Geographic:IP based:USA:Pennsylvania,BlueKai,0.58,,,1262,,bk_32828,geotargeting
253591,Geographic:IP based:USA:Pennsylvania:Allentown-Bethlehem-Easton,BlueKai,0.58,,,1262,,bk_33555,geotargeting
253592,Geographic:IP based:USA:Pennsylvania:Altoona,BlueKai,0.58,,,1262,,bk_33522,geotargeting
253593,Geographic:IP based:USA:Pennsylvania:Bloomsburg-Berwick,BlueKai,0.58,,,1262,,bk_33523,geotargeting
253594,Geographic:IP based:USA:Pennsylvania:Bradford,BlueKai,0.58,,,1262,,bk_33524,geotargeting
253595,Geographic:IP based:USA:Pennsylvania:Chambersburg,BlueKai,0.58,,,1262,,bk_33525,geotargeting
253596,Geographic:IP based:USA:Pennsylvania:Dubois,BlueKai,0.58,,,1262,,bk_33526,geotargeting
253597,Geographic:IP based:USA:Pennsylvania:East Stroudsburg,BlueKai,0.58,,,1262,,bk_33527,geotargeting
253598,Geographic:IP based:USA:Pennsylvania:Erie,BlueKai,0.58,,,1262,,bk_33528,geotargeting
253599,Geographic:IP based:USA:Pennsylvania:Gettysburg,BlueKai,0.58,,,1262,,bk_33529,geotargeting
253600,Geographic:IP based:USA:Pennsylvania:Harrisburg-Carlisle,BlueKai,0.58,,,1262,,bk_33530,geotargeting
253601,Geographic:IP based:USA:Pennsylvania:Huntingdon,BlueKai,0.58,,,1262,,bk_33531,geotargeting
253602,Geographic:IP based:USA:Pennsylvania:Indiana,BlueKai,0.58,,,1262,,bk_33532,geotargeting
253603,Geographic:IP based:USA:Pennsylvania:Johnstown,BlueKai,0.58,,,1262,,bk_33533,geotargeting
253604,Geographic:IP based:USA:Pennsylvania:Lancaster,BlueKai,0.58,,,1262,,bk_33534,geotargeting
253605,Geographic:IP based:USA:Pennsylvania:Lebanon,BlueKai,0.58,,,1262,,bk_33535,geotargeting
253606,Geographic:IP based:USA:Pennsylvania:Lewisburg,BlueKai,0.58,,,1262,,bk_33536,geotargeting
253607,Geographic:IP based:USA:Pennsylvania:Lewistown,BlueKai,0.58,,,1262,,bk_33537,geotargeting
253608,Geographic:IP based:USA:Pennsylvania:Lock Haven,BlueKai,0.58,,,1262,,bk_33538,geotargeting
253609,Geographic:IP based:USA:Pennsylvania:Meadville,BlueKai,0.58,,,1262,,bk_33539,geotargeting
253610,Geographic:IP based:USA:Pennsylvania:New Castle,BlueKai,0.58,,,1262,,bk_33540,geotargeting
253611,Geographic:IP based:USA:Pennsylvania:Oil City,BlueKai,0.58,,,1262,,bk_33541,geotargeting
253612,Geographic:IP based:USA:Pennsylvania:Philadelphia-Camden-Wilmington,BlueKai,0.58,,,1262,,bk_33556,geotargeting
253613,Geographic:IP based:USA:Pennsylvania:Pittsburgh,BlueKai,0.58,,,1262,,bk_33542,geotargeting
253614,Geographic:IP based:USA:Pennsylvania:Pottsville,BlueKai,0.58,,,1262,,bk_33543,geotargeting
253615,Geographic:IP based:USA:Pennsylvania:Reading,BlueKai,0.58,,,1262,,bk_33544,geotargeting
253616,Geographic:IP based:USA:Pennsylvania:Sayre,BlueKai,0.58,,,1262,,bk_33545,geotargeting
